"","gene","AHQF1i_LD_11ReadsPerGene.out.tab","AHQF1i_LD_21ReadsPerGene.out.tab","AHQF1i_LD_6ReadsPerGene.out.tab","AHQF1i_SD_10ReadsPerGene.out.tab","AHQF1i_SD_19ReadsPerGene.out.tab","AHQF1x_LD_28ReadsPerGene.out.tab","AHQF1x_LD_30ReadsPerGene.out.tab","AHQF1x_LD_31ReadsPerGene.out.tab","AHQF1X_SD_29ReadsPerGene.out.tab","AHQF1x_SD_32ReadsPerGene.out.tab","AHQF1x_SD_33ReadsPerGene.out.tab","AHQN_LD_16ReadsPerGene.out.tab","AHQN_LD_20ReadsPerGene.out.tab","AHQN_LD_24ReadsPerGene.out.tab","AHQN_LD_5ReadsPerGene.out.tab","AHQT_LD_17ReadsPerGene.out.tab","AHQT_LD_22ReadsPerGene.out.tab","AHQT_LD_7ReadsPerGene.out.tab","AHQT_LD_8ReadsPerGene.out.tab","AHQT_SD_18ReadsPerGene.out.tab","AHQT_SD_23ReadsPerGene.out.tab","AHQT_SD_25ReadsPerGene.out.tab"
"24836","Migut.N01053.v2.0",174,135,26,44,112,48,68,103,583,21,861,59,164,37,73,68,72,44,41,135,10,184
"24837","Migut.N01054.v2.0",100,91,12,69,64,42,16,62,539,4,565,57,161,35,33,81,27,28,29,67,3,170
"24838","Migut.N01055.v2.0",0,6,0,6,7,0,0,0,0,0,0,8,15,2,1,0,0,0,0,0,0,0
"24839","Migut.N01056.v2.0",170,50,15,21,25,144,36,165,289,61,296,37,595,8,34,317,155,74,143,25,3,35
"24840","Migut.N01057.v2.0",42,71,11,58,51,28,33,55,321,17,428,31,131,38,36,42,53,20,21,69,8,75
"24841","Migut.N01058.v2.0",2,7,0,0,8,9,9,9,69,1,76,2,9,5,3,5,2,1,2,4,1,6
"24842","Migut.N01059.v2.0",0,6,2,2,8,4,14,7,24,0,74,0,8,4,19,4,1,1,3,0,0,2
"24843","Migut.N01060.v2.0",71,79,7,45,92,35,45,79,592,26,725,45,132,35,42,48,46,15,9,52,1,69
"24844","Migut.N01061.v2.0",460,1159,62,811,810,90,841,192,5315,19,6181,423,432,1258,445,265,95,168,79,499,145,1486
"24845","Migut.N01062.v2.0",0,0,1,2,5,0,4,2,21,0,36,0,0,2,1,0,1,1,0,3,0,10
"24846","Migut.N01063.v2.0",72,144,30,63,66,102,60,153,685,33,1041,53,264,45,82,102,94,52,34,107,11,126
"24847","Migut.N01064.v2.0",510,575,59,591,1638,50,214,221,10054,221,11925,575,1330,440,589,198,288,260,212,2281,134,1845
"24848","Migut.N01065.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24849","Migut.N01066.v2.0",0,0,0,1,1,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0
"24850","Migut.N01067.v2.0",915,813,107,404,363,844,389,1273,2180,149,3358,575,2319,440,551,750,672,243,343,509,31,572
"24851","Migut.N01068.v2.0",127,161,28,82,148,74,89,199,928,34,1227,131,376,108,163,79,90,54,74,238,12,210
"24852","Migut.N01069.v2.0",4,0,0,0,0,0,0,0,1,0,0,0,1,6,1,0,0,0,1,2,0,0
"24853","Migut.N01070.v2.0",0,0,0,0,0,0,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0
"24854","Migut.N01071.v2.0",144,74,12,51,98,89,72,154,708,36,990,73,180,46,75,59,45,42,47,83,1,114
"24855","Migut.N01072.v2.0",19,12,2,1,23,6,2,13,87,6,99,6,34,3,9,21,12,8,9,18,0,14
"24856","Migut.N01073.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24857","Migut.N01074.v2.0",18,31,5,18,64,57,24,89,441,17,584,15,57,14,11,16,10,10,0,18,0,32
"24858","Migut.N01075.v2.0",91,69,20,22,60,33,34,36,389,17,508,34,102,36,27,53,34,14,19,97,2,100
"24859","Migut.N01076.v2.0",368,525,51,244,679,668,748,1054,5978,163,7804,282,529,147,318,117,91,106,64,257,35,432
"24860","Migut.N01077.v2.0",15,17,0,14,10,2,14,10,118,1,141,2,20,4,10,10,10,2,7,10,0,20
"24861","Migut.N01078.v2.0",34,51,3,30,40,21,24,43,246,8,392,24,118,30,46,26,21,12,9,43,4,67
"24862","Migut.N01079.v2.0",142,187,20,47,64,250,222,655,231,77,806,105,678,29,141,200,129,35,41,64,1,57
"24863","Migut.N01080.v2.0",2301,2853,421,985,1340,1267,1135,1762,9949,411,13054,1446,5027,1346,1630,1820,1732,843,961,3163,216,3013
"24864","Migut.N01081.v2.0",308,274,54,212,331,368,204,452,2654,143,3666,219,545,157,229,241,235,117,136,244,12,343
"24865","Migut.N01082.v2.0",80,86,12,30,68,39,25,79,490,20,657,55,152,32,62,47,37,26,26,92,6,94
"24866","Migut.N01083.v2.0",82,218,15,80,185,133,109,161,1366,34,1753,92,323,121,138,56,66,53,37,269,23,262
"24867","Migut.N01084.v2.0",355,287,60,117,183,142,101,209,1090,36,1365,203,351,127,153,154,160,88,66,285,15,315
"24868","Migut.N01085.v2.0",3,3,0,3,0,0,0,4,0,3,1,1,23,0,3,14,4,6,0,199,1,4
"24869","Migut.N01086.v2.0",15,7,0,6,18,0,8,3,103,2,131,9,15,4,6,4,0,3,0,11,0,10
"24870","Migut.N01087.v2.0",88,137,16,111,238,66,89,86,1446,16,1623,68,301,66,65,102,89,47,11,125,2,276
"24871","Migut.N01088.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24872","Migut.N01089.v2.0",12,20,4,7,6,7,5,4,63,2,108,8,12,1,6,11,4,0,3,21,0,13
"24873","Migut.N01090.v2.0",375,380,68,214,435,279,174,405,2733,72,4079,210,629,216,230,300,244,123,145,357,27,490
"24874","Migut.N01091.v2.0",491,290,83,112,351,331,213,580,1898,109,2893,315,517,215,305,372,221,210,185,325,22,392
"24875","Migut.N01092.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24876","Migut.N01093.v2.0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"24877","Migut.N01094.v2.0",328,210,35,84,193,128,95,208,1385,76,2145,135,343,108,153,125,153,74,52,180,20,275
"24878","Migut.N01095.v2.0",0,0,0,2,2,0,0,0,3,0,9,1,0,0,0,0,0,0,0,0,0,0
"24879","Migut.N01096.v2.0",87,66,6,23,20,26,42,29,403,29,492,30,239,21,62,90,45,31,16,31,2,40
"24880","Migut.N01097.v2.0",4,17,2,2,2,1,2,2,25,1,44,1,19,9,23,6,3,5,0,8,0,2
"24881","Migut.N01098.v2.0",3,7,1,7,4,0,1,1,17,0,34,2,21,11,14,0,3,3,1,5,0,7
"24882","Migut.N01099.v2.0",240,412,53,189,333,151,151,387,1624,56,2449,350,518,271,208,162,203,101,79,526,41,657
"24883","Migut.N01100.v2.0",37,32,4,32,58,37,10,48,417,22,572,19,74,25,16,43,29,14,7,45,5,72
"24884","Migut.N01101.v2.0",631,635,77,249,614,431,316,600,3930,168,5717,312,1061,282,341,410,402,174,227,587,34,623
"24885","Migut.N01102.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24886","Migut.N01103.v2.0",0,2,1,1,0,0,0,0,0,0,2,0,1,0,1,1,1,1,0,0,0,1
"24887","Migut.N01104.v2.0",0,0,0,0,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
"24888","Migut.N01105.v2.0",1,0,0,1,7,3,1,9,36,0,33,0,8,1,0,1,0,0,4,0,0,0
"24889","Migut.N01106.v2.0",25,8,2,2,0,3,0,2,6,0,4,2,4,10,2,3,1,0,2,6,0,8
"24890","Migut.N01107.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"24891","Migut.N01108.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
"24892","Migut.N01109.v2.0",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"24893","Migut.N01110.v2.0",69,140,4,56,1,6,3,13,29,5,53,16,127,28,60,55,114,40,35,59,5,213
"24894","Migut.N01111.v2.0",13,8,1,1,27,8,15,17,114,5,145,10,22,12,11,6,4,8,5,8,0,1
"24895","Migut.N01112.v2.0",564,487,79,284,390,367,220,508,2480,131,3271,485,857,254,317,361,306,207,152,409,27,600
"24896","Migut.N01113.v2.0",20,14,4,17,15,10,4,21,107,1,115,15,42,7,14,9,7,9,8,22,5,55
"24897","Migut.N01114.v2.0",11041,16875,1085,6077,6632,3795,5003,7704,39233,1387,50305,8262,21818,8327,9341,5453,5827,4541,3382,12003,1127,16263
"24898","Migut.N01115.v2.0",608,649,157,653,1011,212,381,732,8843,251,12436,538,1186,452,765,264,307,220,247,1966,139,2554
"24899","Migut.N01116.v2.0",1,2,0,3,1,2,2,6,20,0,45,1,4,5,4,2,2,1,1,2,0,4
"24900","Migut.N01117.v2.0",206,248,30,144,188,128,106,253,1377,41,1879,170,367,123,143,173,166,115,78,254,13,329
"24901","Migut.N01118.v2.0",217,309,53,153,298,185,184,327,1831,53,2815,132,399,175,172,227,242,61,81,267,16,495
"24902","Migut.N01119.v2.0",1,5,0,1,0,0,4,0,14,0,27,1,2,0,0,0,1,0,0,0,0,4
"24903","Migut.N01120.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24904","Migut.N01121.v2.0",94,105,14,96,243,76,57,97,1124,50,1231,77,189,111,57,90,78,53,49,199,19,203
"24905","Migut.N01122.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24906","Migut.N01123.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24907","Migut.N01124.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"24908","Migut.N01125.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24909","Migut.N01126.v2.0",109,121,16,60,155,83,50,96,985,42,1396,69,208,54,101,46,73,56,52,163,18,180
"24910","Migut.N01127.v2.0",24,23,0,11,8,8,7,7,65,4,104,6,44,0,15,12,14,8,6,10,1,14
"24911","Migut.N01128.v2.0",642,1243,119,445,338,365,393,596,2109,135,3345,330,1783,593,820,735,679,245,302,814,66,1197
"24912","Migut.N01129.v2.0",19,25,4,10,38,9,8,39,165,7,203,10,15,9,3,11,7,6,13,12,3,21
"24913","Migut.N01130.v2.0",0,3,0,0,0,0,0,0,1,0,1,1,3,1,0,0,0,0,0,1,0,0
"24914","Migut.N01131.v2.0",16,32,9,18,0,19,9,53,128,5,173,15,53,7,20,18,16,9,9,25,0,52
"24915","Migut.N01132.v2.0",0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"24916","Migut.N01133.v2.0",0,5,0,0,3,0,1,1,12,0,11,0,0,0,0,0,0,0,0,1,0,1
"24917","Migut.N01134.v2.0",3,8,2,8,22,11,6,7,118,6,139,3,31,3,14,8,1,0,0,8,0,6
"24918","Migut.N01135.v2.0",4,12,7,14,71,66,27,84,325,8,458,67,131,32,15,8,12,2,0,14,0,18
"24919","Migut.N01136.v2.0",29,38,6,17,46,48,33,113,334,17,493,104,112,35,12,17,21,11,9,23,0,33
"24920","Migut.N01137.v2.0",0,1,0,1,4,0,0,4,19,2,17,0,4,1,0,3,0,0,0,0,0,0
"24921","Migut.N01138.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24922","Migut.N01139.v2.0",0,0,0,0,3,3,1,2,2,1,0,0,7,2,2,0,0,0,0,1,0,1
"24923","Migut.N01140.v2.0",59,88,16,65,52,48,31,69,519,17,732,52,121,48,46,34,48,37,31,73,1,122
"24924","Migut.N01141.v2.0",65,81,15,39,72,50,21,79,291,12,351,64,180,67,84,40,67,30,35,73,2,114
"24925","Migut.N01142.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24926","Migut.N01143.v2.0",57,78,18,44,51,43,32,74,515,22,513,35,142,43,48,51,56,24,14,79,2,98
"24927","Migut.N01144.v2.0",6078,7354,782,1880,2831,3264,3377,6483,24990,962,30430,4167,13178,3377,4034,4019,5113,2676,2319,6449,349,6682
"24928","Migut.N01145.v2.0",0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,0,0,0,2,0,0
"24929","Migut.N01146.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24930","Migut.N01147.v2.0",170,234,18,121,157,152,78,247,932,37,1301,177,306,98,118,122,114,73,45,116,5,217
"24931","Migut.N01148.v2.0",362,483,52,146,444,293,218,573,2550,109,3781,168,756,188,369,338,286,99,193,569,21,509
"24932","Migut.N01149.v2.0",29,40,7,45,47,17,21,38,548,12,608,14,92,28,20,43,37,13,19,43,3,52
"24933","Migut.N01150.v2.0",7,4,0,3,8,7,4,15,45,4,83,4,23,7,1,5,1,2,5,3,0,12
"24934","Migut.N01151.v2.0",14,12,3,8,17,9,6,18,99,5,161,16,41,12,10,9,8,6,10,15,0,22
"24935","Migut.N01152.v2.0",0,0,0,1,2,0,0,0,3,0,3,0,1,3,0,1,1,0,0,0,0,0
"24936","Migut.N01153.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24937","Migut.N01154.v2.0",56,52,9,47,97,39,26,39,683,24,790,43,157,57,68,49,29,22,9,81,5,81
"24938","Migut.N01155.v2.0",12,7,0,3,5,0,5,2,39,0,73,2,14,4,4,2,2,0,0,15,2,5
"24939","Migut.N01156.v2.0",0,0,0,1,0,0,0,1,9,0,30,0,0,0,1,0,0,0,0,0,0,1
"24940","Migut.N01157.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24941","Migut.N01158.v2.0",32,40,5,17,542,171,104,293,2348,66,3009,13,82,14,17,18,21,18,17,62,0,34
"24942","Migut.N01159.v2.0",343,95,13,27,261,179,119,250,1439,125,2017,99,841,46,53,406,111,105,133,58,7,39
"24943","Migut.N01160.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24944","Migut.N01161.v2.0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"24945","Migut.N01162.v2.0",172,216,50,99,676,267,225,501,3249,93,3895,206,516,178,179,262,313,94,145,247,17,240
"24946","Migut.N01163.v2.0",6,10,0,1,12,1,0,1,26,3,30,2,6,11,4,14,13,2,1,3,2,21
"24947","Migut.N01164.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"24948","Migut.N01165.v2.0",41,38,13,24,72,37,19,65,545,16,739,18,102,35,35,37,32,22,19,31,2,77
"24949","Migut.N01166.v2.0",1,1,0,2,7,3,10,4,76,1,65,5,5,1,0,3,3,3,2,3,0,14
"24950","Migut.N01167.v2.0",83,140,7,32,106,36,32,112,512,23,629,46,170,52,55,60,67,30,38,79,6,125
"24951","Migut.N01168.v2.0",48,71,1,31,41,20,16,29,211,6,291,19,80,18,39,30,34,9,7,61,2,94
"24952","Migut.N01169.v2.0",0,1,0,1,0,0,0,5,7,0,13,3,8,0,1,0,3,1,0,0,0,0
"24953","Migut.N01170.v2.0",135,125,26,51,287,108,154,275,1578,45,2543,60,145,38,92,124,87,57,22,139,13,151
"24954","Migut.N01171.v2.0",1551,1914,192,1040,1217,893,873,1530,8606,297,10560,1031,2827,1123,1204,1000,979,628,392,1709,136,2988
"24955","Migut.N01172.v2.0",21,5,3,5,18,18,9,14,192,14,231,15,29,5,5,22,5,12,15,16,2,12
"24956","Migut.N01173.v2.0",95,86,25,46,107,182,86,266,1531,49,1812,77,304,39,36,123,96,58,63,77,8,115
"24957","Migut.N01174.v2.0",5,24,5,2,35,1,2,9,228,0,380,6,16,9,18,4,3,5,0,17,2,77
"24958","Migut.N01175.v2.0",430,410,39,75,200,204,135,298,2226,80,2688,174,998,123,348,219,198,103,110,250,8,307
"24959","Migut.N01176.v2.0",396,696,96,276,518,476,337,679,3388,157,4301,374,1364,395,427,543,545,205,324,591,43,549
"24960","Migut.N01177.v2.0",3212,4128,528,2099,2480,1954,1937,3345,15343,614,21776,1719,6336,2028,2365,2572,2523,1135,1430,3744,295,4457
"24961","Migut.N01178.v2.0",0,1,1,0,0,0,0,6,23,0,34,1,7,0,0,0,4,0,0,2,0,2
"24962","Migut.N01179.v2.0",238,122,20,46,72,91,46,130,368,54,561,66,390,28,68,222,90,61,67,107,7,130
"24963","Migut.N01180.v2.0",14,16,2,1,14,1,11,11,21,0,72,2,48,6,12,4,1,0,2,8,0,7
"24964","Migut.N01181.v2.0",211,210,32,155,289,263,114,290,2031,108,2551,81,486,78,132,398,195,82,71,161,20,313
"24965","Migut.N01182.v2.0",6,12,5,8,127,11,14,12,570,8,933,13,20,41,28,6,1,3,1,38,3,54
"24966","Migut.N01183.v2.0",0,0,0,0,2,0,0,1,3,0,8,0,0,0,0,0,0,0,0,0,0,0
"24967","Migut.N01184.v2.0",37,82,20,54,236,47,77,84,1230,42,1513,85,186,66,45,48,36,50,31,181,10,110
"24968","Migut.N01185.v2.0",22,97,5,46,20,42,28,70,122,2,169,25,80,47,50,17,17,12,8,22,4,52
"24969","Migut.N01186.v2.0",20,11,6,1,2,21,4,39,6,0,9,1,48,8,16,19,33,10,8,2,0,1
"24970","Migut.N01187.v2.0",8,23,6,13,16,17,21,29,143,9,162,20,41,16,8,27,24,6,9,36,6,25
"24971","Migut.N01188.v2.0",52,66,9,32,43,33,16,59,290,14,346,28,69,20,29,52,41,20,16,38,8,77
"24972","Migut.N01189.v2.0",2,16,3,5,15,11,3,18,85,2,117,0,26,5,10,15,8,4,6,18,0,19
"24973","Migut.N01190.v2.0",0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"24974","Migut.N01191.v2.0",9,10,0,5,5,4,0,0,39,5,23,3,32,5,12,6,16,3,0,9,0,12
"24975","Migut.N01192.v2.0",1,2,0,0,1,0,0,0,5,0,12,0,0,0,2,1,0,0,0,0,0,2
"24976","Migut.N01193.v2.0",54,47,3,34,48,20,9,43,257,4,318,15,111,19,34,13,35,25,9,33,1,78
"24977","Migut.N01194.v2.0",68,71,4,46,76,41,52,67,559,11,782,54,160,46,57,43,41,17,18,72,2,112
"24978","Migut.N01195.v2.0",198,270,21,124,205,110,121,198,1412,57,1655,129,323,122,156,92,168,75,66,280,29,344
"24979","Migut.N01196.v2.0",22,66,15,34,56,33,35,66,238,10,542,15,48,36,31,25,16,10,10,34,1,57
"24980","Migut.N01197.v2.0",568,931,76,623,666,416,349,649,4721,189,6185,333,1044,380,440,514,475,249,229,755,69,927
"24981","Migut.N01198.v2.0",59,31,5,22,64,24,16,47,300,7,455,25,72,31,36,23,9,16,8,43,7,74
"24982","Migut.N01199.v2.0",5,14,0,2,7,0,2,1,48,3,61,2,20,7,5,4,9,3,2,6,0,31
"24983","Migut.N01200.v2.0",39,56,7,35,47,41,9,50,333,12,439,44,77,18,36,34,29,10,21,69,2,65
"24984","Migut.N01201.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24985","Migut.N01202.v2.0",42,40,7,24,23,66,23,63,208,10,312,33,96,18,16,31,32,16,13,34,0,40
"24986","Migut.N01203.v2.0",68,148,23,67,63,63,41,120,595,26,839,59,318,79,99,46,70,31,15,100,8,118
"24987","Migut.N01204.v2.0",0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,1,0,1,2,0,0,0
"24988","Migut.N01205.v2.0",55,70,10,84,57,18,43,77,444,18,647,44,57,46,30,51,33,31,20,129,10,121
"24989","Migut.N01206.v2.0",50,101,5,49,77,28,23,48,547,12,765,34,115,46,51,37,39,20,15,80,5,94
"24990","Migut.N01207.v2.0",73,52,6,37,45,42,20,100,275,7,378,22,130,29,18,73,62,22,25,44,5,68
"24991","Migut.N01208.v2.0",279,313,36,272,155,476,112,380,1151,54,2735,264,340,249,117,434,726,304,123,1060,103,2230
"24992","Migut.N01209.v2.0",4,6,0,5,2,0,0,2,11,0,14,0,5,1,4,3,0,0,0,8,1,1
"24993","Migut.N01210.v2.0",30,38,4,25,77,21,19,39,500,8,577,24,85,25,33,32,33,15,18,55,4,65
"24994","Migut.N01211.v2.0",0,10,1,0,5,3,7,14,18,2,34,6,11,9,12,15,1,4,1,12,0,11
"24995","Migut.N01212.v2.0",1,1,0,0,0,4,0,3,27,1,25,0,0,4,0,3,2,0,0,2,0,1
"24996","Migut.N01213.v2.0",78,92,7,33,35,36,11,50,185,15,343,31,102,18,41,69,28,19,14,52,10,55
"24997","Migut.N01214.v2.0",131,173,24,55,95,90,83,148,795,24,1043,100,269,92,119,87,121,53,62,144,14,216
"24998","Migut.N01215.v2.0",0,0,0,0,0,0,0,2,7,0,11,0,2,2,0,3,0,2,0,3,0,3
"24999","Migut.N01216.v2.0",98,106,12,50,104,77,46,95,863,27,1023,83,189,61,73,68,65,42,48,106,5,121
"25000","Migut.N01217.v2.0",14,18,3,14,7,6,10,16,128,3,212,4,9,17,14,7,2,11,8,32,2,47
"25001","Migut.N01218.v2.0",1,3,0,4,3,0,2,8,28,2,65,5,2,1,3,4,0,6,3,5,1,2
"25002","Migut.N01219.v2.0",49,42,11,23,22,34,47,106,290,3,476,39,73,57,74,23,9,22,10,31,3,6
"25003","Migut.N01220.v2.0",0,4,2,0,0,8,2,1,19,0,25,2,5,1,4,8,3,1,0,4,2,4
"25004","Migut.N01221.v2.0",3,3,0,0,0,0,1,0,6,0,6,2,3,0,0,0,0,2,0,1,0,0
"25005","Migut.N01222.v2.0",186,172,15,72,115,99,66,168,760,49,952,111,296,84,99,121,106,44,66,134,11,153
"25006","Migut.N01223.v2.0",311,441,10,148,49,147,153,243,459,56,681,425,698,120,170,226,110,204,108,537,5,251
"25007","Migut.N01224.v2.0",45,13,5,32,52,25,8,50,274,5,211,15,41,18,21,0,0,0,0,7,0,0
"25008","Migut.N01225.v2.0",1,2,0,1,46,1,6,3,123,0,145,0,3,6,2,3,1,1,2,3,0,1
"25009","Migut.N01226.v2.0",0,0,0,0,0,1,0,1,1,0,4,0,0,0,2,0,0,0,0,0,0,2
"25010","Migut.N01227.v2.0",118,124,11,61,71,65,54,110,560,21,730,33,197,42,68,68,95,49,37,111,10,144
"25011","Migut.N01228.v2.0",1606,904,126,494,1057,1319,502,1424,9835,1160,11703,589,6249,384,692,2671,1207,753,488,1639,62,988
"25012","Migut.N01229.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25013","Migut.N01230.v2.0",0,0,0,1,1,0,2,2,10,1,4,7,2,3,5,0,1,0,3,3,0,3
"25014","Migut.N01231.v2.0",70,42,10,58,41,62,25,50,288,5,401,101,113,44,56,23,20,10,5,35,7,58
"25015","Migut.N01232.v2.0",507,570,17,1039,93,36,358,140,821,12,2668,190,443,605,402,281,118,139,365,757,126,645
"25016","Migut.N01233.v2.0",623,593,82,306,327,303,281,559,2101,118,3037,343,957,314,380,415,376,219,208,440,51,641
"25017","Migut.N01234.v2.0",0,1,0,0,0,0,1,0,1,0,2,0,0,1,2,0,0,0,0,0,0,0
"25018","Migut.N01235.v2.0",272,286,49,139,321,179,160,333,1785,79,2700,171,472,166,153,193,145,66,83,267,11,252
"25019","Migut.N01236.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"25020","Migut.N01237.v2.0",0,0,1,0,11,16,4,21,37,2,66,15,11,5,0,0,0,0,0,1,0,0
"25021","Migut.N01238.v2.0",116,148,21,97,109,35,89,102,745,8,1074,63,220,88,122,63,114,42,35,216,14,228
"25022","Migut.N01239.v2.0",677,886,144,368,780,584,459,1234,4622,183,5967,568,1345,583,509,625,632,290,292,739,57,922
