,genes,logFC,logCPM,PValue,FDR,log10p,sig
11390,Migut.G00240.v2.0,0.372870616,7.530023634,0.130205973,0.36799191,0.885369092,FALSE
12236,Migut.G01086.v2.0,-0.824532924,4.757710974,0.130213565,0.36799191,0.88534377,FALSE
13373,Migut.H00871.v2.0,0.333840371,5.542302559,0.130232613,0.36799191,0.885280247,FALSE
331,Migut.A00331.v2.0,0.401688321,5.646499757,0.130247111,0.36799191,0.885231902,FALSE
8948,Migut.E01769.v2.0,-0.368475144,4.805916022,0.130328439,0.368113992,0.884960805,FALSE
24323,Migut.N00540.v2.0,0.523274311,4.115384616,0.130404544,0.368221251,0.884707277,FALSE
24480,Migut.N00697.v2.0,-0.456443881,6.893553556,0.130584139,0.368620587,0.884109571,FALSE
10107,Migut.F01099.v2.0,0.360379384,5.31818308,0.130632205,0.368648511,0.883949742,FALSE
3033,Migut.B01788.v2.0,0.520402698,5.268983109,0.130702319,0.3686637,0.883716707,FALSE
14167,Migut.H01665.v2.0,0.499181794,4.268049665,0.130713939,0.3686637,0.883678098,FALSE
143,Migut.A00143.v2.0,-0.478147122,6.576598664,0.130777236,0.368734532,0.883467845,FALSE
19175,Migut.K01003.v2.0,-0.816546609,5.240657325,0.130828722,0.368772028,0.883296901,FALSE
5734,Migut.D01154.v2.0,0.934235201,3.739245831,0.131011119,0.369129493,0.882691844,FALSE
11534,Migut.G00384.v2.0,-0.295649327,6.603409858,0.131052172,0.369129493,0.882555776,FALSE
25238,Migut.N01455.v2.0,0.322836749,5.649507306,0.131106807,0.369129493,0.88237476,FALSE
6924,Migut.D02344.v2.0,-0.365892529,6.719277703,0.131108436,0.369129493,0.882369365,FALSE
4334,Migut.C01166.v2.0,-0.411493082,5.156577607,0.131340127,0.369509323,0.881602567,FALSE
11270,Migut.G00120.v2.0,-0.361969483,4.681318986,0.131357399,0.369509323,0.881545458,FALSE
12815,Migut.H00313.v2.0,-0.969086745,8.246187733,0.131358134,0.369509323,0.881543028,FALSE
26104,Migut.N02321.v2.0,-0.258652714,4.712742756,0.131404809,0.369532977,0.88138874,FALSE
12217,Migut.G01067.v2.0,-0.385636438,5.889476899,0.131529571,0.36972647,0.880976597,FALSE
4518,Migut.C01350.v2.0,0.379236363,6.62706322,0.131550186,0.36972647,0.880908532,FALSE
23956,Migut.N00173.v2.0,0.344107647,5.197924031,0.131657813,0.369739952,0.880553362,FALSE
8972,Migut.E01793.v2.0,-0.365941728,4.180876873,0.131697173,0.369739952,0.880423548,FALSE
25890,Migut.N02107.v2.0,-0.48072639,6.121776152,0.131703806,0.369739952,0.880401674,FALSE
23240,Migut.M01496.v2.0,0.37257418,5.480776047,0.131708132,0.369739952,0.880387408,FALSE
